"superficie_total_finale","superficie_mais_finale","sexe","age","etude","vilage","commune","type_agri","culture1","culture2","culture3","unite_superficie_maïs","unite_superficie_total","expérience","phenomene_clima_obs","liste_phenomene_clima_obs","effets_phenomene_clima_obs","moyen_gestion_risques","moyen1","Moyen2","Moyen3","possession_telephone","acces_internet","Utilisation_outils_numeriques","precisez_lesquels","frequence_appli_mobiles","frequence_plateformes_web?","frequence_SMS_alerte pretoce?","frequence_reseaux_sociaux agricoles","frequence_autres_outils","obstacles_au_numerique","informations_souhaitee_recevoir","forme_reception_préfere","langues_adaptes","Langue_locale_majoritaire","fonctionalite_application","caracteristique_principale_application","gestionnaire","appli_numerique_gere_aleas_climatiques","conditions_utilisation","contribution_symbolique","suggestions"
10.2405264229392,3.07370627824462,"Femme","25 à 40 ans","Primaire","Houekpa kpota","Dogbo","Mixte","Ananas","Maïs","Maïs","KANTI","Hectare","05 à 10 ans","OUI","Sécheresses, Inondations, Retards de pluies, Chaleurs extrêmes, Mauvaise répartition des pluies, délais court de l'harmattan","Baisse de rendement, Pertes totales, Maladies ou  ravageurs,","Non","Semis précoce","Internet et les ateliers organisés par le service climatique au Bénin","Semis échelonné","Oui, basique ( appels/ SMS)","Non","Non","Application mobile,","jamais","Mensuellement","Jamais","Mensuellement","Hebdomadairement","Manque de formation","Conseils techniques de  production, Gestion de l'irrigation et de l'eau, Suivi des prix des produits agricoles, Accès au crédit ou à l' assurance agricole","SMS, Application mobile, Réseaux sociaux","Langues locales","Fongbé","D'enregistrer  vos données de culture (dates, rendements,  superficies), D' accéder à des formations ou tutoriels en ligne, De signaler des problèmes ( maladies, manque d'eau etc...), D' obtenir des conseils personnalisés","Formation technique","ONG, Ministère de l'Agriculture, Entreprise privée","Oui","Formations préalable, Gratuité du service, Interface simple, Langues compréhensibles, Garantie de fiabilité des informations","Oui","Non"
18.3174955086409,6.78827233967286,"Femme","41 à 60 ans","Primaire","Katagon","Bonou","Pluvial","Palmier à huile","Soja","Niébé","KANTI","Hectare","Plus de 10 ans","OUI","Sécheresses, Inondations, Retards de pluies, Chaleurs extrêmes,","Baisse de rendement, Dégradation des sols","Non","Semis précoce","Utilisation des variétés résistance aux stress","Internet et les ateliers","Oui , smartphone","Non","Non","Réseaux sociaux agricoles","jamais","Quotidiennement","Rarement","Quotidiennement","Jamais","Manque de réseau","Prévisions météorologiques localisées, Conseils techniques de  production, Suivi des prix des produits agricoles","SMS, Message vocaux, Application mobile, Radio locale","Francais, Audio, Langues locales","Bariba","D'enregistrer  vos données de culture (dates, rendements,  superficies), D' accéder à des formations ou tutoriels en ligne, De signaler des problèmes ( maladies, manque d'eau etc...), D' obtenir des conseils personnalisés","Accès aux intrants agricoles","Structures bien expérimentées","Oui","Langues compréhensibles","Oui","Formations et vidéos puis des visites d'échanges d'expériences"
0,0,"Homme","41 à 60 ans","Aucun","ZOKPEDJI","Misserete","Pluvial","Maïs","Manioc","Manioc","KANTI","Hectare","Plus de 10 ans","OUI","Sécheresses, Retards de pluies","Baisse de rendement, Pertes totales, Maladies ou  ravageurs, Dégradation des sols,","Non","Suivre la météo Bénin","Utilisation des variétés résistance aux stress","Internet et les ateliers","Oui , smartphone","Non","Non","Application mobile,","Hebdomadairement","Jamais","Jamais","Quotidiennement","Mensuellement","Cout d'accès à internet, Manque de formation, Langue/Compréhension, Manque de pertinence des informations,","Conseils techniques de  production, Gestion de l'irrigation et de l'eau, Suivi des prix des produits agricoles, Accès au crédit ou à l' assurance agricole","Application mobile, Réseaux sociaux, Radio locale","Langues locales","Goun","D'enregistrer  vos données de culture (dates, rendements,  superficies), D'échanger avec d'autres producteurs, Disponibilité des engrais chimiques","Accéder à des formations ou tutoriells en ligne","Coopérative/groupement, ONG, Ministère de l'Agriculture, Entreprise privée,","Oui","Formations préalable, Gratuité du service, Langues compréhensibles, Garantie de fiabilité des informations","Oui","Non"
3.81997698612245,1.97181772925714,"Femme","25 à 40 ans","Supérieure","Ladji Farani","Parakou","Pluvial","Palmier à huile","Manioc","Maïs","Hectare","Hectare","Plus de 10 ans","OUI","Sécheresses, Retards de pluies","Baisse de rendement, Maladies ou  ravageurs,","Non","Semis précoce","Internet et les ateliers organisés par le service climatique au Bénin","Semis échelonné","Oui , smartphone","Non","OUI","Application mobile,","jamais","Mensuellement","Rarement","Quotidiennement","Rarement","Manque de réseau, Manque de formation, Langue/Compréhension, Manque de pertinence des informations,","Alertes  précoces (sècheresse, inondation, ravageurs ), Conseils techniques de  production, Gestion de l'irrigation et de l'eau, Suivi des prix des produits agricoles, Accès au crédit ou à l' assurance agricole,","Radio locale","Langues locales","Bariba","D'enregistrer  vos données de culture (dates, rendements,  superficies), D'échanger avec d'autres producteurs, Disponibilité des engrais chimiques","Accéder à des formations ou tutoriells en ligne","Coopérative/groupement, Ministère de l'Agriculture, Recherche","Oui","Langues compréhensibles","Oui","Non"
13.9224055696928,5.59029697921736,"Homme","41 à 60 ans","Aucun","KPODAHA CENTRE","Misserete","Pluvial","Maïs","Soja","Niebé","Hectare","ha","05 à 10 ans","OUI","Sécheresses, Inondations, Retards de pluies, Chaleurs extrêmes, Mauvaise répartition des pluies, délais court de l'harmattan","Baisse de rendement","Non","Semis précoce","Internet et les ateliers organisés par le service climatique au Bénin","Semis échelonné","Oui , smartphone","Non","Non","Application mobile, Plateforme web, Réseaux sociaux agricoles","Quotidiennement","jamais","Quotidiennement","Quotidiennement","Jamais","Manque de réseau, Cout d'accès à internet, Langue/Compréhension","Alertes  précoces (sècheresse, inondation, ravageurs ), Conseils techniques de  production, Suivi des prix des produits agricoles","Application mobile, Réseaux sociaux","Francais, Langues locales","Fon","D'enregistrer  vos données de culture (dates, rendements,  superficies), D'échanger avec d'autres producteurs, D' accéder à des formations ou tutoriels en ligne, De signaler des problèmes ( maladies, manque d'eau etc...), D' obtenir des conseils personnalisés,","Bon rendement","Ministère de l'Agriculture","Oui","Formations préalable, Gratuité du service, Interface simple, Langues compréhensibles, Garantie de fiabilité des informations","Oui","Non"
0,0,"Homme","41 à 60 ans","Primaire","Houekpa kpota","Adjohoun","Pluvial","Maïs","Soja","Niebé","Hectare","Hectare","05 à 10 ans","OUI","Sécheresses, Retards de pluies,","Maladies ou  ravageurs, Dégradation des sols","Non","Suivre la météo Bénin","Utilisation des variétés résistance aux stress","Semis échelonné","Oui, basique ( appels/ SMS)","Oui","Non","Application mobile,","jamais","Hebdomadairement","Jamais","Quotidiennement","Mensuellement","Manque de réseau, Cout d'accès à internet, Manque de formation, Langue/Compréhension, Manque de pertinence des informations,","Prévisions météorologiques localisées, Conseils techniques de  production, Suivi des prix des produits agricoles","Radio locale","Langues locales","Goun","La disponibilité des engrais chimiques","Accès aux intrants agricoles","Coopérative/groupement, ONG, Ministère de l'Agriculture, Entreprise privée","Non","Formations préalable, Gratuité du service, Langues compréhensibles, Garantie de fiabilité des informations","A discuter","Non"
1.84276687629872,0.689538322451683,"Homme","41 à 60 ans","Primaire","KPODAHA CENTRE","Parakou","Pluvial","Maïs","Riz","Soja","Hectare","ha","Plus de 10 ans","OUI","Sécheresses, Retards de pluies, Chaleurs extrêmes","Baisse de rendement, Pertes totales, Maladies ou  ravageurs,","Non","Semis précoce","Utilisation des variétés résistance aux stress","Internet et les ateliers","Oui, basique ( appels/ SMS)","Non","Non","Application mobile","jamais","Mensuellement","Jamais","Rarement","Jamais","Manque de formation, Langue/Compréhension, Manque de pertinence des informations","Conseils techniques de  production, Gestion de l'irrigation et de l'eau, Suivi des prix des produits agricoles, Accès au crédit ou à l' assurance agricole,","SMS, Application mobile, Radio locale","Langues locales","Goun","D'enregistrer  vos données de culture (dates, rendements,  superficies), D' accéder à des formations ou tutoriels en ligne, De signaler des problèmes ( maladies, manque d'eau etc...), D' obtenir des conseils personnalisés","None","ONG, Recherche","Non","Formations préalable, Langues compréhensibles, Garantie de fiabilité des informations","Oui","Non"
7.42962253928228,2.89695664400648,"Homme","41 à 60 ans","Supérieure","Amouloko","Misserete","Mixte","Maïs","Soja","Niébé","Hectare","KANTI","Moins de 05 ans","OUI","Inondations, Retards de pluies","Baisse de rendement, Dégradation des sols","Non","Semis précoce","Utilisation des variétés résistance aux stress","Internet et les ateliers","Oui , smartphone","Non","Non","Application mobile","Hebdomadairement","Quotidiennement","Jamais","Mensuellement","Rarement","Manque de réseau, Cout d'accès à internet, Langue/Compréhension","Prévisions météorologiques localisées, Alertes  précoces (sècheresse, inondation, ravageurs ), Conseils techniques de  production, Suivi des prix des produits agricoles, Accès au crédit ou à l' assurance agricole","SMS, Message vocaux, Radio locale,","Langues locales","Fongbé","D'enregistrer  vos données de culture (dates, rendements,  superficies), D'échanger avec d'autres producteurs, D' accéder à des formations ou tutoriels en ligne, De signaler des problèmes ( maladies, manque d'eau etc...), D' obtenir des conseils personnalisés,","Utile en hors ligne","Coopérative/groupement, ONG","Peut- être","Formations préalable, Gratuité du service, Interface simple, Langues compréhensibles, Garantie de fiabilité des informations","A discuter","Non"
0,0,"Femme","25 à 40 ans","Aucun","Ladji Farani","Misserete","Mixte","Maïs","Soja","Maïs","KANTI","KANTI","Plus de 10 ans","OUI","Sécheresses, Retards de pluies","Baisse de rendement, Pertes totales, Maladies ou  ravageurs,","Non","Semis précoce","Utilisation des variétés résistance aux stress","Internet et les ateliers","Oui, basique ( appels/ SMS)","Oui","Non","Réseaux sociaux agricoles","jamais","jamais","Quotidiennement","Rarement","Hebdomadairement","Manque de réseau, Cout d'accès à internet, Manque de formation, Langue/Compréhension, Manque de pertinence des informations","Conseils techniques de  production, Gestion de l'irrigation et de l'eau, Accès au crédit ou à l' assurance agricole","SMS, Radio locale,","Langues locales","Goun","D'enregistrer  vos données de culture (dates, rendements,  superficies), D'échanger avec d'autres producteurs, D' accéder à des formations ou tutoriels en ligne, De signaler des problèmes ( maladies, manque d'eau etc...), D' obtenir des conseils personnalisés","Accès aux intrants agricoles","Coopérative/groupement, ONG, Ministère de l'Agriculture, Entreprise privée,","Oui","Formations préalable, Gratuité du service, Interface simple, Langues compréhensibles, Garantie de fiabilité des informations","Oui","Non"
0,0,"Homme","41 à 60 ans","Supérieure","Titirou","Dogbo","Mixte","Maïs","Riz","Niebé","Hectare","Hectare","05 à 10 ans","OUI","Sécheresses, Retards de pluies, Chaleurs extrêmes","Baisse de rendement, Maladies ou  ravageurs","Non","Semis précoce","Utilisation des variétés résistance aux stress","Internet et les ateliers","Non","Oui","OUI","Application mobile, Plateforme web, Réseaux sociaux agricoles","Quotidiennement","Hebdomadairement","Jamais","Mensuellement","Jamais","Manque de réseau, Cout d'accès à internet, Manque de formation, Langue/Compréhension, Manque de pertinence des informations,","Prévisions météorologiques localisées, Alertes  précoces (sècheresse, inondation, ravageurs ), Conseils techniques de  production, Gestion de l'irrigation et de l'eau, Suivi des prix des produits agricoles, Accès au crédit ou à l' assurance agricole,","SMS, Message vocaux, Application mobile, Radio locale","Langues locales","Goun","D'échanger avec d'autres producteurs, De signaler des problèmes ( maladies, manque d'eau etc...), D' obtenir des conseils personnalisés,","Utile en hors ligne","Structures bien expérimentées","Oui","Formations préalable, Langues compréhensibles, Garantie de fiabilité des informations","A discuter","Non"
0,0,"Homme","41 à 60 ans","Aucun","Amouloko","Misserete","Pluvial","Tomates","Manioc","Niebé","Hectare","KANTI","05 à 10 ans","OUI","Sécheresses, Inondations, Retards de pluies, Chaleurs extrêmes,","Maladies ou  ravageurs, Dégradation des sols","Non","Semis précoce","Internet et les ateliers organisés par le service climatique au Bénin","Semis échelonné","Oui , smartphone","Non","Non","Application mobile,","Quotidiennement","Jamais","Jamais","Jamais","Quotidiennement","Manque de réseau, Manque de formation, Langue/Compréhension, Manque de pertinence des informations, Ah","Alertes  précoces (sècheresse, inondation, ravageurs ), Conseils techniques de  production, Suivi des prix des produits agricoles","Radio locale","Langues locales","Goun","D'échanger avec d'autres producteurs, D' accéder à des formations ou tutoriels en ligne, De signaler des problèmes ( maladies, manque d'eau etc...), D' obtenir des conseils personnalisés","Utile en hors ligne","Coopérative/groupement, ONG","Non","Formations préalable, Gratuité du service, Interface simple, Langues compréhensibles, Garantie de fiabilité des informations","A discuter","Non"
0,0,"Homme","41 à 60 ans","Aucun","Baka","Dogbo","Pluvial","Maïs","Soja","Manioc","Hectare","Hectare","05 à 10 ans","OUI","Inondations","Baisse de rendement, Maladies ou  ravageurs,","Non","Suivre la météo Bénin","Internet et les ateliers organisés par le service climatique au Bénin","Internet et les ateliers","Oui , smartphone","Oui","Non","SMS d'alerte météo, Réseaux sociaux agricoles","Quotidiennement","Mensuellement","Rarement","Jamais","Mensuellement","Manque de réseau","Conseils techniques de  production, Gestion de l'irrigation et de l'eau, Suivi des prix des produits agricoles, Accès au crédit ou à l' assurance agricole,","SMS, Application mobile, Radio locale","Langues locales","Goun","D'enregistrer  vos données de culture (dates, rendements,  superficies), D'échanger avec d'autres producteurs, D' accéder à des formations ou tutoriels en ligne, De signaler des problèmes ( maladies, manque d'eau etc...), D' obtenir des conseils personnalisés,","Rapide","ONG, Ministère de l'Agriculture, Entreprise privée","Oui","Formations préalable, Gratuité du service, Langues compréhensibles","Oui","Non"
0.428859802783211,0.428859802783211,"Homme","25 à 40 ans","Primaire","ZOKPEDJI","Bopa","Pluvial","Maïs","Maïs","Maïs","Hectare","Hectare","Plus de 10 ans","OUI","Sécheresses, Inondations, Retards de pluies, Chaleurs extrêmes,","Baisse de rendement, Maladies ou  ravageurs, Dégradation des sols","Non","Semis précoce","Utilisation des variétés résistance aux stress","Internet et les ateliers","Oui , smartphone","Non","Non","SMS d'alerte météo, Réseaux sociaux agricoles","Jamais","Mensuellement","Jamais","Quotidiennement","Jamais","Manque de pertinence des informations","Conseils techniques de  production, Gestion de l'irrigation et de l'eau, Accès au crédit ou à l' assurance agricole","SMS, Radio locale,","Langues locales","Fon","D'enregistrer  vos données de culture (dates, rendements,  superficies), D'échanger avec d'autres producteurs, D' accéder à des formations ou tutoriels en ligne, De signaler des problèmes ( maladies, manque d'eau etc...), D' obtenir des conseils personnalisés","Accédez à des formations ou tutoriels en ligne","Coopérative/groupement, ONG, Ministère de l'Agriculture","Oui","Formations préalable, Gratuité du service, Interface simple, Langues compréhensibles, Garantie de fiabilité des informations","Oui","Non"
5.61976619660257,2.19827902317898,"Femme","25 à 40 ans","Supérieure","Waisogbé","Parakou","Mixte","Manioc","Maïs","Niebé","KANTI","Hectare","Plus de 10 ans","OUI","Sécheresses, Retards de pluies, Chaleurs extrêmes","Baisse de rendement","Non","Suivre la météo Bénin","Internet et les ateliers organisés par le service climatique au Bénin","Semis échelonné","Oui , smartphone","Oui","Non","SMS d'alerte météo, Réseaux sociaux agricoles","Hebdomadairement","jamais","Jamais","Jamais","Mensuellement","Manque de réseau, Cout d'accès à internet, Langue/Compréhension","Prévisions météorologiques localisées, Alertes  précoces (sècheresse, inondation, ravageurs ), Conseils techniques de  production, Gestion de l'irrigation et de l'eau","Radio locale","Langues locales,","ADJA ET MINA","D'enregistrer  vos données de culture (dates, rendements,  superficies), D'échanger avec d'autres producteurs, D' accéder à des formations ou tutoriels en ligne, De signaler des problèmes ( maladies, manque d'eau etc...), D' obtenir des conseils personnalisés,","Accès aux intrants agricoles","Coopérative/groupement, ONG","Oui","Formations préalable, Gratuité du service, Interface simple, Langues compréhensibles, Garantie de fiabilité des informations","Oui","Non"
7.71808374544338,2.26616726264123,"Homme","41 à 60 ans","Aucun","Amouloko","Misserete","Pluvial","Maïs","Maïs","Soja","Hectare","ha","Plus de 10 ans","OUI","Sécheresses, Inondations, Retards de pluies, Chaleurs extrêmes,","Baisse de rendement, Pertes totales","Non","Suivre la météo Bénin","Internet et les ateliers organisés par le service climatique au Bénin","Semis échelonné","Oui, basique ( appels/ SMS)","Non","Non","Application mobile,","Hebdomadairement","Hebdomadairement","Jamais","Quotidiennement","Hebdomadairement","Manque de formation, Langue/Compréhension, Manque de pertinence des informations","Alertes  précoces (sècheresse, inondation, ravageurs ), Conseils techniques de  production, Gestion de l'irrigation et de l'eau, Suivi des prix des produits agricoles, Accès au crédit ou à l' assurance agricole,","Application mobile, Réseaux sociaux","Langues locales","Fon","D' accéder à des formations ou tutoriels en ligne, De signaler des problèmes ( maladies, manque d'eau etc...), D' obtenir des conseils personnalisés,","Très flexible pour les meilleures formations avec supports et attestations ou diplômes après formations","Coopérative/groupement, ONG, Ministère de l'Agriculture, Entreprise privée","Peut- être","Langues compréhensibles, Garantie de fiabilité des informations","Oui","LA STABILITÉ DES PRIX DES PRODUITS SUR LE PLAN NATIONAL AINSI QUE LES ENGRAIS CHIMIQUES."
7.84442378292298,3.96000367676487,"Homme","25 à 40 ans","Primaire","Péhunco","Dogbo","Mixte","Maïs","Maïs","Niebé","Hectare","Hectare","05 à 10 ans","OUI","Sécheresses, Retards de pluies, Chaleurs extrêmes","Baisse de rendement, Maladies ou  ravageurs,","Non","Suivre la météo Bénin","Internet et les ateliers organisés par le service climatique au Bénin","Internet et les ateliers","Oui , smartphone","Non","Non","Application mobile,","jamais","Quotidiennement","Jamais","Jamais","Jamais","Manque de pertinence des informations","Conseils techniques de  production, Gestion de l'irrigation et de l'eau, Suivi des prix des produits agricoles, Accès au crédit ou à l' assurance agricole","Application mobile, Réseaux sociaux","Francais, Images/Pictogrammes","Goun","D'enregistrer  vos données de culture (dates, rendements,  superficies), D'échanger avec d'autres producteurs, D' accéder à des formations ou tutoriels en ligne, D' obtenir des conseils personnalisés","Formation","Coopérative/groupement, ONG, Ministère de l'Agriculture, Recherche, Entreprise privée,","Oui","Formations préalable, Interface simple, Langues compréhensibles","Oui","Non"
10.6349402056972,3.75865640000227,"Homme","25 à 40 ans","Primaire","Amouloko","Ouassa-Péhunco","Mixte","Maïs","Manioc","Niebé","Hectare","KANTI","05 à 10 ans","OUI","Sécheresses, Inondations, Retards de pluies","Baisse de rendement, Maladies ou  ravageurs,","OUI","Semis précoce","Internet et les ateliers organisés par le service climatique au Bénin","Semis échelonné","Oui, basique ( appels/ SMS)","Occasionnellement","OUI","SMS d'alerte météo, Réseaux sociaux agricoles","Quotidiennement","Jamais","Hebdomadairement","Quotidiennement","Mensuellement","Manque de réseau","Prévisions météorologiques localisées, Alertes  précoces (sècheresse, inondation, ravageurs ), Conseils techniques de  production, Gestion de l'irrigation et de l'eau, Suivi des prix des produits agricoles, Accès au crédit ou à l' assurance agricole,","SMS, Message vocaux, Application mobile, Radio locale","Langues locales","ADJA ET MINA","D'échanger avec d'autres producteurs, D' accéder à des formations ou tutoriels en ligne, De signaler des problèmes ( maladies, manque d'eau etc...)","DISPONIBILITÉ DES ENGRAIS CHIMIQUES.","ONG, Ministère de l'Agriculture, Entreprise privée","Oui","Formations préalable, Interface simple, Langues compréhensibles","Oui","Non"
6.63922593977982,3.00628357454426,"Homme","25 à 40 ans","Aucun","Katagon","Parakou","Pluvial","Maïs","Soja","Niebé","Hectare","ha","05 à 10 ans","OUI","Sécheresses, Inondations, Retards de pluies, Chaleurs extrêmes, Mauvaise répartition des pluies, délais court de l'harmattan","Baisse de rendement, Dégradation des sols","Non","Suivre la météo Bénin","Utilisation des variétés résistance aux stress","Semis échelonné","Oui, basique ( appels/ SMS)","Oui","Non","Application mobile, Plateforme web","Hebdomadairement","Jamais","Hebdomadairement","Quotidiennement","Jamais","Manque de réseau, Cout d'accès à internet, Langue/Compréhension","Conseils techniques de  production, Gestion de l'irrigation et de l'eau, Accès au crédit ou à l' assurance agricole","SMS, Radio locale,","Francais, Images/Pictogrammes","Fon","D'enregistrer  vos données de culture (dates, rendements,  superficies), D'échanger avec d'autres producteurs, D' accéder à des formations ou tutoriels en ligne, De signaler des problèmes ( maladies, manque d'eau etc...), D' obtenir des conseils personnalisés","Accédez à des formations ou tutoriels en ligne","Coopérative/groupement, ONG, Ministère de l'Agriculture, Recherche, Entreprise privée,","Oui","Gratuité du service, Langues compréhensibles","Oui","Non"
14.8474566883835,6.17586607904039,"Homme","41 à 60 ans","Supérieure","Ladji Farani","Bonou","Pluvial","Maïs","Riz","Manioc","Hectare","Hectare","05 à 10 ans","OUI","Sécheresses, Inondations, Retards de pluies, Chaleurs extrêmes,","Baisse de rendement, Pertes totales, Dégradation des sols","Non","Semis précoce","Utilisation des variétés résistance aux stress","Semis échelonné","Oui, basique ( appels/ SMS)","Occasionnellement","Non","Application mobile, Plateforme web, Réseaux sociaux agricoles","Hebdomadairement","Hebdomadairement","Hebdomadairement","Jamais","Rarement","Manque de réseau, Manque de formation, Langue/Compréhension, Manque de pertinence des informations, Ah","Prévisions météorologiques localisées, Alertes  précoces (sècheresse, inondation, ravageurs ), Conseils techniques de  production, Gestion de l'irrigation et de l'eau, Accès au crédit ou à l' assurance agricole","Application mobile, Réseaux sociaux","Langues locales","Goun","D'enregistrer  vos données de culture (dates, rendements,  superficies), D'échanger avec d'autres producteurs, D' accéder à des formations ou tutoriels en ligne, De signaler des problèmes ( maladies, manque d'eau etc...), D' obtenir des conseils personnalisés","None","Coopérative/groupement, ONG, Ministère de l'Agriculture","Oui","Formations préalable, Interface simple, Langues compréhensibles","Oui","Non"
0,0,"Femme","25 à 40 ans","Primaire","ADANDRO-AKODE","Misserete","Pluvial","Manioc","Sorgho","Soja","Hectare","Hectare","05 à 10 ans","OUI","Sécheresses, Inondations, Retards de pluies, Chaleurs extrêmes,","Baisse de rendement, Pertes totales","Non","Suivre la météo Bénin","Utilisation des variétés résistance aux stress","Semis échelonné","Oui, basique ( appels/ SMS)","Oui","Non","Application mobile,","Quotidiennement","Jamais","Rarement","Rarement","Rarement","Manque de réseau","Alertes  précoces (sècheresse, inondation, ravageurs ), Conseils techniques de  production, Suivi des prix des produits agricoles","SMS, Message vocaux, Radio locale,","Francais, Audio, Langues locales","ADJA ET MINA","D'enregistrer  vos données de culture (dates, rendements,  superficies), D'échanger avec d'autres producteurs, D' accéder à des formations ou tutoriels en ligne, De signaler des problèmes ( maladies, manque d'eau etc...), D' obtenir des conseils personnalisés,","Accès aux intrants agricoles","Coopérative/groupement, ONG","Peut- être","Langues compréhensibles, Garantie de fiabilité des informations","Oui","Non"
0,0,"Homme","25 à 40 ans","Primaire","KPODAHA CENTRE","Dogbo","Pluvial","Ananas","Choux","Manioc","Hectare","Hectare","Plus de 10 ans","Non","Sécheresses, Retards de pluies, Chaleurs extrêmes","Baisse de rendement, Pertes totales, Maladies ou  ravageurs,","Non","Suivre la météo Bénin","Internet et les ateliers organisés par le service climatique au Bénin","Semis échelonné","Oui, basique ( appels/ SMS)","Non","Non","Application mobile","jamais","Mensuellement","Quotidiennement","Quotidiennement","Jamais","Cout d'accès à internet, Manque de formation, Langue/Compréhension, Manque de pertinence des informations,","Conseils techniques de  production, Gestion de l'irrigation et de l'eau, Suivi des prix des produits agricoles, Accès au crédit ou à l' assurance agricole","Application mobile, Site web, Réseaux sociaux","Francais, Images/Pictogrammes","Goun","D'enregistrer  vos données de culture (dates, rendements,  superficies), D'échanger avec d'autres producteurs, D' accéder à des formations ou tutoriels en ligne, D' obtenir des conseils personnalisés","Accédez à des formations ou tutoriels en ligne","Ministère de l'Agriculture, DDAEP","Oui","Gratuité du service, Langues compréhensibles","Oui","Non"
13.8629122118268,5.35929791802349,"Homme","25 à 40 ans","Aucun","Waisogbé","Bonou","Pluvial","Maïs","Maïs","Niebé","Hectare","Hectare","Plus de 10 ans","OUI","Sécheresses, Retards de pluies, Chaleurs extrêmes","Baisse de rendement, Pertes totales, Maladies ou  ravageurs,","Non","Semis précoce","Internet et les ateliers organisés par le service climatique au Bénin","Semis échelonné","Oui, basique ( appels/ SMS)","Oui","Non","Application mobile,","jamais","Quotidiennement","Jamais","Jamais","Quotidiennement","Manque de réseau, Manque de formation, Langue/Compréhension, Manque de pertinence des informations,","Prévisions météorologiques localisées, Conseils techniques de  production, Suivi des prix des produits agricoles","Application mobile, Réseaux sociaux","Francais, Langues locales","Goun","D'enregistrer  vos données de culture (dates, rendements,  superficies), D'échanger avec d'autres producteurs, D' accéder à des formations ou tutoriels en ligne, De signaler des problèmes ( maladies, manque d'eau etc...), D' obtenir des conseils personnalisés,","Accès aux intrants agricoles","Ministère de l'Agriculture, DDAEP","Peut- être","Formations préalable, Gratuité du service, Interface simple, Langues compréhensibles, Garantie de fiabilité des informations","Oui","Non"
8.01977432248784,4.02271879332183,"Homme","41 à 60 ans","Aucun","Affamè","Parakou","Mixte","Maïs","Soja","Niébé","Hectare","Hectare","Plus de 10 ans","OUI","Sécheresses, Inondations, Retards de pluies,","Baisse de rendement, Pertes totales, Dégradation des sols","Non","Semis précoce","Utilisation des variétés résistance aux stress","Semis échelonné","Oui , smartphone","Non","Non","Application mobile, Plateforme web, Réseaux sociaux agricoles","Hebdomadairement","Jamais","Rarement","Quotidiennement","Quotidiennement","Langue/Compréhension","Alertes  précoces (sècheresse, inondation, ravageurs ), Conseils techniques de  production, Gestion de l'irrigation et de l'eau, Suivi des prix des produits agricoles, Accès au crédit ou à l' assurance agricole,","SMS, Message vocaux, Application mobile, Radio locale","Francais, Images/Pictogrammes","Fon","D'enregistrer  vos données de culture (dates, rendements,  superficies), D'échanger avec d'autres producteurs, D' obtenir des conseils personnalisés, Avoir accès aux intrants agricoles.","Très flexible pour les meilleures formations avec supports et attestations ou diplômes après formations","Coopérative/groupement, Ministère de l'Agriculture, Recherche","Oui","Formations préalable, Interface simple, Langues compréhensibles","Oui","LA STABILITÉ DES PRIX DES PRODUITS SUR LE PLAN NATIONAL AINSI QUE LES ENGRAIS CHIMIQUES."
8.82370438208268,3.20877218280115,"Homme","41 à 60 ans","Primaire","Péhunco","Parakou","Pluvial","Palmier à huile","Riz","Manioc","Hectare","Hectare","05 à 10 ans","OUI","Sécheresses, Inondations, Retards de pluies, Chaleurs extrêmes,","Baisse de rendement, Maladies ou  ravageurs,","Non","Semis précoce","Internet et les ateliers organisés par le service climatique au Bénin","Semis échelonné","Oui , smartphone","Oui","OUI","SMS d'alerte météo, Réseaux sociaux agricoles","Hebdomadairement","Jamais","Hebdomadairement","Rarement","Jamais","Cout d'accès à internet, Manque de formation, Langue/Compréhension","Prévisions météorologiques localisées, Alertes  précoces (sècheresse, inondation, ravageurs ), Conseils techniques de  production, Gestion de l'irrigation et de l'eau, Suivi des prix des produits agricoles, Accès au crédit ou à l' assurance agricole,","SMS, Radio locale,","Francais, Audio, Langues locales","ADJA ET MINA","La disponibilité des engrais chimiques","Formation régulière","Ministère de l'Agriculture","Peut- être","Formations préalable, Garantie de fiabilité des informations","Oui","Non"
0,0,"Homme","41 à 60 ans","Secondaire","Affamè","Dogbo","Mixte","Manioc","Maïs","Niebé","KANTI","KANTI","Plus de 10 ans","OUI","Sécheresses, Inondations, Retards de pluies, Chaleurs extrêmes,","Baisse de rendement, Maladies ou  ravageurs","Non","Suivre la météo Bénin","Utilisation des variétés résistance aux stress","Internet et les ateliers","Oui , smartphone","Non","Non","Réseaux sociaux agricoles","Quotidiennement","Mensuellement","Rarement","Rarement","Jamais","Manque de réseau, Manque de formation, Langue/Compréhension, Manque de pertinence des informations, Ah","Conseils techniques de  production, Gestion de l'irrigation et de l'eau, Accès au crédit ou à l' assurance agricole","Application mobile","Francais, Langues locales","Bariba","La disponibilité des engrais chimiques","Rapide","Coopérative/groupement, ONG, Ministère de l'Agriculture, Recherche, Entreprise privée,","Oui","Formations préalable, Gratuité du service, Interface simple, Langues compréhensibles, Garantie de fiabilité des informations","Oui","Non"
